,raw,processed,label,predict
950,"Kebijakan pemerintah untuk memberlakukan PPKM Darurat adalah ikhtiar terbaik menghentikan penyebaran Covid-19

#TolongPatuhiAturanPPKM

manfaatkan dengan cari info daftar dan ikuti vaksinasi gratis sekitar tempat tinggal kita.

dan berdoa pandemi pasti berakhir
🙏 https://t.co/fXETSXDGR5",kebijakan pemerintah untuk memberlakukan ppkm darurat ikhtiar terbaik menghentikan penyebaran covid manfaatkan cari informasi daftar ikuti vaksinasi gratis tempat tinggal berdoa pandemi berakhir,2,2
951,Loh? Ini udah PPKM DAY10 !!! Ternyata aku kuat 😌,loh ppkm hari ternyata kuat,1,1
952,"PPKM, Pernah Peduli Kemudian Muak",ppkm peduli muak,1,1
953,@detikcom Tigas pemda mendata dgn baik mrk yg terdampak ppkm darurat tanpa terlewatkan shg ppkm darurat bs berlangsung dgn baik dan kl mrk gak adaptasi masy jg sudah semakin sadar dan mrk jg enggan keluar apalagi kl mrk bs stay di rumah shg tetap aja masy menngah ke bawah akan terdampak,tigas pemerintah daerah mendata baik terdampak ppkm darurat terlewatkan ppkm darurat berlangsung baik kalo adaptasi masyarakat sadar enggan keluar kalo tinggal rumah tetap masyarakat menngah bawah terdampak,1,2
954,@SupirPete2 @jokowi  ppkm : pamong praja kok mukul?,ppkm pamong praja mukul,0,1
955,@Farrasnya Kang baso ppkm wkwk,kang baso ppkm wkwk,1,1
956,"@schfess Belomm, tunggu ppkm selesai keknya",belomm tunggu ppkm selesai kayaknya,1,1
957,Waktunya liburan malah ppkm,waktunya liburan ppkm,0,1
958,@ygpunyamnies ppkm yang,ppkm,1,1
959,Aeon tanjung barat udah buka belum sih ppkm gini???,aeon tanjung barat buka sih ppkm,1,1
960,@BNI Kalo yg di Dayeuhkolot buka ga min? Atau masih ppkm,dayeuhkolot buka min ppkm,1,1
961,"Dikasih libur 3 hari, malah bingung mau ngapain, olahraga diluar lagi ga seru, soalnya masih ppkm",dikasih libur hari bingung sedang apa olahraga diluar seru soalnya ppkm,0,1
962,Btw medan lagi ppkm darurat. Ini ppkm nya sama kayak area jawa bali ga sih,ngomong-ngomong medan ppkm darurat ppkm nya area jawa bali sih,1,1
963,"@rfiqnafeedha @liradianta Waaahh nungguin nasgor toh, ini loh biar sama masmu dulu aja kalo gitu @liradianta  😂
Kelar ppkm kalo aku ksana baru dah dari aku wkwkwk",menunggu nasi goreng loh masmu kelar ppkm ksana baru wkwkwk,1,1
964,PPKM : Pagi Pagi Keinget Mantan 😭😭,ppkm pagi pagi teringat mantan,1,1
965,"@Srinthiel__ Patuhi PPKM
#PPKMDemiPemulihanNKRI",patuhi ppkm,2,2
966,"PPKM masih blm selesai lho...
Penyemprotan berlangsung di kampung masing masing  biar aman kampung kita
Kita ikuti peraturan pemerintah
Pakai masker jaga jarak
Jaga kesehatan dll. https://t.co/Rg0NnQci1e",ppkm selesai lho penyemprotan berlangsung kampung aman kampung ikuti peraturan pemerintah pakai masker jaga jarak jaga kesehatan dan lain-lain,2,0
967,@andihiyat tiada hari tnp brita ppkm d prnjang😩🥱,tiada hari berita ppkm prnjang,1,1
968,@papidisini aku suka ppkm tanpa M,suka ppkm,1,1
969,"#TetapProkesJanganKendor

Dgn menjaga prokes dan percepat vaksinasi bisa menurunkan level PPKM https://t.co/jCFc2ERdrU",menjaga prokes percepat vaksinasi menurunkan level ppkm,2,2
970,PPKM -pengeluaran poll kurang masukan-,ppkm pengeluaran poll kurang masukan,0,0
971,@eventyrcpl Iyak kan lagi ppkm,iya ppkm,1,1
972,"Senin WFH, Selasa tanggal merah. Ini kalau gak PPKM gue udah kabur liburan *canda kabur :)",senin wfh selasa tanggal merah ppkm kabur liburan canda kabur,1,1
973,@AREAJULID seblak deket rumah kalah sama ppkm udah level 4 aja,seblak rumah kalah ppkm level,1,1
974,PPKM ini bikin ngelu apalagi kalau pas gini ada urusan ke war kota. Hmm,ppkm ngelu pas urusan war kota hmm,0,1
975,"@is_pelssy Perpanjangan PPKM akan membuat semakin panjang babak adu tos""an sappol dgn rakyat..

Dan akan semakin dibuat olok2 sama netizen",perpanjangan ppkm membuat panjang babak adu tos an sappol rakyat dibuat olok netizen,0,0
976,"1,5 th via online pertemuan kami. Bosan? Banget. Tapi demi kami taat pada aturan pemerintah apalagi PPKM. Pemerintah sdh berupaya melakukan utk menekan penyebaran virus dg berbagai kebijakan. Ga ada yg enak. Tapi mari kita semua berupaya agar segera lepas dr pandemi ini. AMDG https://t.co/SeQ7BhqjtW",tahun via onlen pertemuan bosan banget taat aturan pemerintah ppkm pemerintah berupaya melakukan untuk menekan penyebaran virus berbagai kebijakan enak mari berupaya lepas pandemi amdg,2,2
977,"@Anyaselalubenar Ppkm, ntar ya klo ppkm dah kelar gw kerumah",ppkm iya ppkm kelar kerumah,1,1
978,"~ PPKM ~
PAS PERLU, KAMU MEMELAS
PAS PUNYA, KAMU MENGHINDAR",ppkm pas perlu memelas pas punya menghindar,1,1
979,"Akibat manjang manjangin PPKM, jenazah tidak bisa dikuburkan , karena selalu memanjang mayatnya. 😌",akibat manjang manjangin ppkm jenazah dikuburkan memanjang mayatnya,0,0
980,"Lrt malu gasih? Wkwk. Kek kebayang gitu komandannya bilang ""gimana ini ppkm darurat, orang harus sudah di rumah jam 8, apa perlu kita takutin? Jadi pocong di jalan?"" trus anggotanya ""ide bagus ndan""  wkwkwkwk",lmalu enggak sih wkwk kayak terbayang komandannya bilang ppkm darurat orang rumah jam perlu takutin jadi pocong jalan terus anggotanya ide bagus ndan wkwkwkwk,1,0
981,"Masa iya kamu mau Pandemi panjang terus. Jadi taati aturan PPKM Yaa. Jangan nakal keluyuran kalo gak ada kepentingan. Ingat, semua orang punya hak keluar dari Pandemi ini. https://t.co/wFdG6Nk3zv",masa iya pandemi panjang terus jadi taati aturan ppkm ya nakal keluyuran kepentingan ingat orang punya hak keluar pandemi,2,0
982,@radenrauf PPKM diperpanjang sampai akunya @jek___  dapet centang biru,ppkm diperpanjang akunya centang biru,1,1
983,"PPKM (Pengen Pulang Ke pelukan Mantan)

WKWKWK",ppkm pulang pelukan mantan wkwkwk,1,1
984,"PPKM Kota Malang

@infomalang https://t.co/gfJaxHGdpF",ppkm kota malang,1,1
985,@jooselaluwinner pagi Bro、kemaren saya lap semua sneakers、bebas dari debu trus masukin lagi kebox.ppkm tdk bisa kemana2.,pagi saudara laki-laki kemarin lap sneakers bebas debu terus masukkan kebox ppkm kemana,1,0
986,"Ibarat permainan bola kaki. Kalau belum ada pemenangnya maka akan ada perpanjangan waktu. 
Kalau PPKM diperpanjang, menunjukkan pemerintah belum berhasil menangani pandemi Covid19. Jadi harus ada penggantian pemain, pelatih atau officialnya.",permainan bola kaki pemenangnya perpanjangan waktu ppkm diperpanjang menunjukkan pemerintah berhasil menangani pandemi covid jadi penggantian pemain pelatih officialnya,0,2
987,Tapi skrng masih PPKM,ppkm,1,1
988,@TenguLawaxx Kwkwkwkww sama persis keadaan nya ama PPKM  - PUSING PALA KAMI MUTER2 🤣,kwkwkwkww persis keadaan nya ppkm pusing kepala muter,0,0
989,"@agungpindang @tifsembiring Narasi seperti ini hrs terus disuarakan, Krn pmerintah hrs bljar dr pengalaman. Eh ini diulangi lg, saat PPKM darurat, WNA Chino berbondong2 masuk Indonesia...hmmmm",narasi terus disuarakan pmerintah bljar pengalaman eh diulangi ppkm darurat wna chino berbondong masuk indonesia hm,0,0
990,"@na_dirs PPKM model begini buat Anak warnet gak akan masalah,...🤣",ppkm model anak warnet masalah,1,0
991,"@m_newscom Ini yg tdk habis pikir rakyat.. keluar rumah tdk boleh...otomatis tdk bs mencari nafkah..apakah rakyat tdk perlu mkn? Dan negara tdk bs memenuhi 
Pangan ...malah ada mentri saat ppkm ini..enjoy dgn menonton sinetron..tdkkah yakin dia akan hisab akherat ? Atau dia tdk meyakininya?",habis pikir rakyat keluar rumah otomatis mencari nafkah rakyat perlu negara memenuhi pangan mentri ppkm enjoy menonton sinema elektronik tdkkah yakin hisab akherat meyakininya,0,0
992,"Kerja di perusahaan yg ngasih gaji full even ane kmaren sempet libur 2 minggu karna isoman itu rejeki bgt ya ternyata

Padahal ane expectnya gaji ane dipotong, tp Alhamdulillah dikasih full
Fyi tpt kerja ane kena dampak ppkm dan harus tutup coba",kerja perusahaan memberikan gaji full even ane kemarin libur minggu isoman rezeki banget iya ternyata ane expectnya gaji ane dipotong alhamdulillah dikasih full sebagai informasi tpt kerja ane kena dampak ppkm tutup coba,1,0
993,"Kalau masih takut Covid,
Perpanjang saja PPKM darurat sampai kau jadi milikku",takut covid perpanjang ppkm darurat jadi milikku,1,0
994,"@FaldoMaldini Cari makan dilarang kan lagi PPKM.yang ASN mah enak nunggu duit lah yang pedagang dll.
Argumen yang jelas lah itu cat kan uang rakyat daripada pake buat ngecat mending buat masker atau APD  kan manfaatnya lebih besar.
@FaldoMaldini  kek Ngabalin awokawok",cari makan dilarang ppkm asn mah enak menunggu duit pedagang dan lain-lain argumen jelas cat uang rakyat pakai ngecat lebih baik masker apd manfaatnya besar kayak ngabalin awokawok,0,0
995,"@sadturnusxx Lagian kalo aku nikah skrng ga bisa undang kamu, kan ppkm wkwkwkwkkw",nikah undang ppkm wkwkwkwkkw,0,1
996,Sakit hati banget lihat cara penertiban PPKM ini.,sakit hati banget lihat cara tertib ppkm,0,0
997,"@dafina__ masih ppkm kak, pura-pura kangen mantan 🤭",ppkm kak pura pura kangen mantan,1,1
998,"Ppkm diperpanjang, inget lagu yang diperpanjang atau tidak diperpanjang?
Diperpanjang 🤧🤧🤧",ppkm diperpanjang ingat lagu diperpanjang diperpanjang diperpanjang,1,1
999,"@Mels1718 Klo tiba2 keluar keputusan PPKM, berarti semua online pulang lah?",tiba keluar keputusan ppkm berarti onlen pulang,1,1
1000,"@doncorleone_78 Baru kali ini BINaan disuruh tampil. Ada yg gelar pasukan bersenjata, ada yg kuntit rombongan pengajian dan katangkap, ada yg dorong PPKM dan vaksin, ada yg jualan sate, apalagi?",baru kali binaan disuruh tampil gelar pasukan bersenjata kuntit rombongan pengajian katangkap dorong ppkm vaksin jualan sate,0,0
1001,"@anonLokal Perempatan Gramedia dibawah flyover Pekanbaru ini gak di sekat aja luar biasa macetnya, apalagi di sekat...PPKM katanya s/d tgl 23

Gilaaaa",perempatan gramedia dibawah flyover pekanbaru sekat luar macetnya sekat ppkm katanya tanggal gila,0,1
1002,"@kompascom Kan udah ada PSBB, PPKM , PPKM darurat level 4 , PPKM level 5 pedas menggilas ,itu terbukti efektif dan efisien dari segi anggaran.. 🤪",psbb ppkm ppkm darurat level ppkm level pedas menggilas terbukti efektif efisien segi anggaran,0,1
1003,"@LsOwien Dok gimana nih kalo Indo demonstrasi di kala PPKM, sah gak ya?

Kita liat di luar negeri, beberapa kota membara meraih kebebasan hidup dari cengkraman elit global..",dok indonesia demonstrasi ppkm sah iya lihat luar negeri kota membara meraih kebebasan hidup cengkraman elit global,0,0
1004,"#SalingBerbagiDimasaPandemi 
Yuk ah, saling bantu, saling peduli, saling berbagi pada yg mmbutuhkan. PPKM dbuat tuk menekan laju virus. 
Ayo bantu pemerintah menekan pnyebaran virus dgn patuhi PPKM https://t.co/j4fbaScf25",yuk ah bantu peduli berbagi mmbutuhkan ppkm dibuat untuk menekan laju virus ayo bantu pemerintah menekan pnyebaran virus patuhi ppkm,2,2
1005,"Padahal jelas, saat PSBB/ PPKM, suply sembako, makanan, obat2an +nakes : TETEP HARUS BEROPERASI (BUKA/ MELAYANI) ... akses jalan seharusnya dipermudah !

Ya, Alloh ... kenapa mendadak TULALIT semua ??? 🥺🥺🥺 https://t.co/EdyzRUiYCd",jelas psbb ppkm suply sembilan bahan pokok makanan obat an tenaga kesehatan tetap beroperasi buka melayani akses jalan dipermudah iya allah mendadak tulalit,0,0
1006,pengen kesini nanti abis ppkm https://t.co/Psy5SGzuuk,kesini habis ppkm,1,1
1007,"Sah pemerintah telah memperpanjang PPKM lv 4,yg berlalu di bbrpa daerah sesuai kebijakan daerah masing masing, dan ingat kecepatan vaksinasi agar kita cepat terbebas dn kembali normal

#PPKMDemiPemulihanNKRI https://t.co/aRbFvlO7ig",sah pemerintah memperpanjang ppkm lv berlalu daerah sesuai kebijakan daerah ingat kecepatan vaksinasi cepat terbebas kembali normal,2,2
1008,"@nameisnoval PPKM adalah kalian (Para Pemuda Kontol Malas),",ppkm pemuda kontol malas,1,1
1009,"Kami bekerja WFO selama PPKM taruhannya nyawa lo chief, anda masih meragukan imun kami haa",bekerja wfo ppkm taruhannya nyawa chief meragukan imun haa,0,1
1010,"Karena lagi PPKM, aku harus menjaga keimutan tubuh",ppkm menjaga keimutan tubuh,1,1
1011,@12penguinsboy Semoga dah gada lagi ppkm😭,semoga tidak ada ppkm,1,1
1012,"@Innayaputri72 Ppkm atau apapun namanya byk yg dukung, kata ulama tlah sesuai dgn syariat menghadapi wabah.

Tp negara harus nanggung pangan rakyat tak mampu...",ppkm apapun namanya dukung kata ulama tlah sesuai syariat menghadapi wabah negara nanggung pangan rakyat,0,0
1013,@cumoulonimbus Aku di Sukabumi sayang. Kabarin yaaa please. After ppkm (yang entah kapan usai ini) aku pengen ketemu 💛,sukabumi sayang kabarin iya tolong ppkm tidak tahu usai ketemu,1,0
1014,Apa nggak pernah kepikiran lockdown 1 minggu sama ppkm 1 bulan lebih berdampak mana...,terpikirkan lockdown minggu ppkm bulan berdampak,1,0
1015,@tvOneNews Sdh ppkm cari duit susah makan pun susah ...eh ini ..,ppkm cari duit susah makan susah eh,0,0
1016,"@Spriebadi @bunga_rampai01 lg ppkm ogah keluar""",ppkm tidak mau keluar,1,0
1017,@Hendery1999 @bertanyarl Kan ppkm diperpanjang lagi,ppkm diperpanjang,1,1
1018,@Srinthiel__ Patuhi peraturan PPKM,patuhi peraturan ppkm,2,2
1019,"Ya Alloh 
Aku harap ppkm ga diperpanjang..
Bisa mati kelaparan ga bisa jemput rezeki yg engkau terbarkan.dan aku akan. Jemput dgn tenagaku..
Aamiin",iya allah harap ppkm diperpanjang mati kelaparan jemput rezeki engkau terbarkan jemput tenagaku amin,0,0
1020,"#RedamPandemiJagaNKRI
Mari tuips bersama kita trs usaha pemerintah dlm penanganan Covid19. Jgn lupa untuk taat prokes n ikut vaksinasi jika mendapat kesempatan. Dibutuhkan kerjasama n disiplin Masyarakat agar PPKM Level 4 ini sukses n berhasil menekan penyebaran Covid19 🙏 https://t.co/Td1SG7MvhF",mari tuips terus usaha pemerintah penanganan covid lupa untuk taat prokes ikut vaksinasi mendapat kesempatan dibutuhkan kerjasama disiplin masyarakat ppkm level sukses berhasil menekan penyebaran covid,2,2
1021,"setelah PPKM 20 sekian hari, asap taichan seminggu 3x jadi gak kliatan buruk2 bgt lah ya",ppkm sekian hari sesegera mungkin taichan seminggu jadi kelihatan buruk banget iya,1,0
1022,Ppkm diperpanjang sampek lali carane kencan,ppkm diperpanjang lali carane kencan,1,1
1023,@iqbalfawzi3 PPKM diperpanjang sampe iqbal ngumumno arep rabi,ppkm diperpanjang iqbal ngumumno arep rabi,1,1
1024,ppkm diperpanjang sampai kau jadi milikku,ppkm diperpanjang jadi milikku,1,1
1025,"@CondetDukedom @adearmando1 @jokowi Iya,.. Tapi almarhum dah off sejak awal PPKM, cuma penyapa di depan pager pass kita melintas. 

""Aku dirumah yaa mas.. **** titip salam sama jama'ah""

Jama'ah isinya cuma warga komplek aja, mesjid jauh didalam, ga pernah tutup mau PSBB sampe PPKM, jumatan aja off",iya almarhum off awal ppkm penyapa pager melintas dirumah ya mas titip salam jama ah jama ah isinya warga komplek mesjid jauh didalam tutup psbb ppkm jumatan off,1,0
1026,"Kotak amal buat danai teroris Diam aja, toko 212 jadi ajang penipuan diam aja, giliran pemerintah adakan ppkm demi kesehatan pada ribut🤣. Kadrun goblok🤣 https://t.co/zvuzucZyTt",kotak amal danai teroris diam toko jadi ajang penipuan diam giliran pemerintah adakan ppkm kesehatan ribut kadrun bodoh,0,0
1027,"Jog kabar ppkm terbaru dong, udah ada info?",jog kabar ppkm terbaru informasi,1,1
1028,"@Annibilazqap Emaaangg... Rame bgt sial
Apasih yg diribetin perkara jam malem, cafee yg dine in, org gapake masker itupun ga bijak sangat2 ga bijak dan ga berperikemanusiaan. Yg miskin makin melarat soalnya ppkm berlaku cuma buat org yg pengahasilannya dijamin baru deh aman",emangg ramai banget sial apa sih diribetin perkara jam malam cafee dine orang enggak pakai masker itupun bijak bijak berperikemanusiaan miskin melarat soalnya ppkm berlaku orang pengahasilannya dijamin baru deh aman,0,0
1029,"@tempodotco ga usah, elite pemerintah saat ini adalah komika terbaik. banyak2 istilah psbb ppkm itu materi jokes terbaek",perlu elite pemerintah komika terbaik istilah psbb ppkm materi jokes terbaek,0,0
1030,"@BossTemlen Pepeknya lagi kampus gw mau melaksanakan KKN offline dimasa PPKM darurat , UGJ nama kampusnya",pepeknya kampus melaksanakan kkn oflen dimasa ppkm darurat ugj nama kampusnya,0,1
1031,"Spesial as in, nyokap gue ngelarang deket2 sm hewan sakit jadi susah mau belajar padahal gue kuliah KEDOKTERAN HEWAN??????
Tapi apa gue berhenti belajar? Enggak kok. Sama sekali enggak.
Gue tau ga bisa magang karena ppkm diperpanjang mulu bangke (kliniknya ngizinin abis ppkm).",spesial as ibu melarang hewan sakit jadi susah belajar kuliah kedokteran hewan berhenti belajar tahu magang ppkm diperpanjang terus bangkai kliniknya ngizinin habis ppkm,0,0
1032,"ppkm itu gaberlaku untuk influencer,artis dan yutuber!pedagang kecil pekerja harian pelaku usaha harus taat!! https://t.co/rjRoWJTmAS",ppkm gaberlaku untuk influencer artis yutuber pedagang pekerja harian pelaku usaha taat,0,0
1033,"PPKM di mulai hari ini tetap patuhi Prokes dan tetap jaga imun tubuh perbanyak olah raga 😁

- perbanyak minum air putih
- madu
- jangan begadang
- makan teratur
-  istirahat cukup
- jaga jarak
- jauhi kerumunan
- pacaran ( 🤣🤣🤣🤣 gw jomblo cukkk )",ppkm mulai hari tetap patuhi prokes tetap jaga imun tubuh perbanyak olah raga perbanyak minum air putih madu begadang makan teratur istirahat cukup jaga jarak jauhi kerumunan pacaran tidak punya pacar cuk,2,2
1034,"@alisyarief @jokowi DPR dan MPR dan MK seharusnya secepatnya memberhentikan seorang presiden yang jelas jelas gak mampu menjalankan UUD 45, saat ini terlalu banyak WNI yang menderita karena penerapan PPKM, Rakyat susah banget",dewan perwakilan rakyat mpr secepatnya memberhentikan presiden jelas jelas menjalankan uud wni menderita penerapan ppkm rakyat susah banget,0,0
1035,"PPKM bikin pikiran brutal dah, perlu short trip banget🙃",ppkm pikiran brutal perlu shotrip banget,0,0
1036,"ini mngkin efek dr ppkm diperpanjang kali, makanya ad aj orang2 kurang kerjaan bikin nih hastag #sange 🤦😒",efek ppkm diperpanjang kali aja orang kurang pekerjaan hastag,1,0
1037,@CakKhum Dia tertular di mall yang ngotot jangan ditutup saat PPKM. Kalau manusia di lingkaran kekuasaan gak soal karena kata LBP semua terkendali. Jadi santai aja. Karena semua fasilitas VVIP kecuali Allah berkehendak lain. Karena setiap yang bernyawa pasti mati. Rakyat tunggu endingnya.,tertular mall ngotot ditutup ppkm manusia lingkaran kekuasaan soal kata lbp terkendali jadi santai fasilitas vvip kecuali allah berkehendak bernyawa mati rakyat tunggu endingnya,0,0
1038,"logikanya, org tdk akan mau mendatangi tempat yg ada penyakitnya. ini para TKA asal China berduyun² masuk Indonesia malah pd saat PPKM Darurat.

pertanyaannya:
adakah maksud terselubung dibalik itu?🤔",logikanya orang mendatangi tempat penyakitnya tka asal china berduyun masuk indonesia ppkm darurat pertanyaannya adakah maksud terselubung dibalik,0,0
1039,"Ditempat ku lagi ppkm darurat dan mau nuntasin vaksin dulu, jadi abis selesai vaksih kali ya jadinya https://t.co/GWmdIBERLS",ditempat ku ppkm darurat nuntasin vaksin jadi habis selesai vaksih kali iya jadinya,1,1
1040,Hadeuhhh PPKM katanya sampai akhir bulan Juli uang udah gk ada ya Allah gini amat hidup,aduh ppkm katanya akhir bulan juli uang gak iya allah hidup,0,0
1041,"@detikcom Ga masalah mau berapa tahun atau seumur hidup,yg pasti rakyat hanya mau tahu solusinya apa untuk rakyat yg terdampak pandemi dan PPKM ini?",masalah tahun seumur hidup rakyat tahu solusinya untuk rakyat terdampak pandemi ppkm,0,0
1042,Ppkm terus udh tau aku rindu,ppkm terus udah tahu rindu,1,0
1043,"Sadly, dari bacain komentar disini, banyak yang ngalamin kaya aku. Kasian, masih muda, mental ancur, tapi tinggal di lingkungan toxic:) 

Semoga ppkm lekas selesai, mau kerja, biar punya rumah sendiri https://t.co/NyUaV2yw3j",sadly bacain komentar ngalamin kayak kasihan muda mental hancur tinggal lingkungan toxic semoga ppkm lekas selesai kerja punya rumah,0,0
